number,study,Es_id,Type,site,Eutrophication,TN_mg_L,TP_mg_L,TN_TP,Chl.a_ug_L,TN_r1,TN_r2,TP_r1,TP_r2,TN_TP_r,Chl.a_r,T_C,SD_cm,DO,Data_Ioc,lnR
974,Hu59,59,Lake,lakes of Jiangsu,Oligo-meso,1.887,0.136,13.88,4.96,0.75,1.4,0.025,0.05,16,7,NA,NA,9.97,S2,0.142790718
975,Chen60,60,Lake,Taihu Lake,Eutro,1.05,0.06,17.5,9.21,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T2,0
976,Chen60,60,Lake,Taihu Lake,Eutro,1.16,0.07,16.57,9.72,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T2,0.053895768
977,Chen60,60,Lake,Taihu Lake,Eutro,1.67,0.15,11.13,29.1,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T2,1.150448324
978,Chen60,60,Lake,Taihu Lake,Eutro,2.25,0.19,11.84,32.2,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T2,1.251676602
979,Chen60,60,Lake,Taihu Lake,Eutro,3.52,0.19,18.53,13.12,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T2,0.353847933
980,Chen60,60,Lake,Taihu Lake,Eutro,3.81,0.21,18.14,12.8,0.75,1.4,0.025,0.05,16,7,NA,NA,NA,T2,0.329155321
981,Jing61,61,Lake,Taihu Lake,Eutro,4.75,0.708943,6.7,20,0.75,1.4,0.025,0.05,16,7,10,NA,NA,F3,2.564950357
982,Jing61,61,Lake,Taihu Lake,Oligo-meso,7.29167,0.54065,13.49,3.07692,0.75,1.4,0.025,0.05,16,7,9.17,NA,NA,F3,0.693147181
983,Jing61,61,Lake,Taihu Lake,Oligo-meso,5.75,0.920325,6.25,3.07692,0.75,1.4,0.025,0.05,16,7,4.79,NA,NA,F3,0.693147181
984,Jing61,61,Lake,Taihu Lake,Oligo-meso,5.83333,0.604878,9.64,1.53846,0.75,1.4,0.025,0.05,16,7,8.13,NA,NA,F3,0
985,Jing61,61,Lake,Taihu Lake,Oligo-meso,5.20833,0.435772,11.95,4.61538,0.75,1.4,0.025,0.05,16,7,12.08,NA,NA,F3,1.098612289
986,Jing61,61,Lake,Taihu Lake,Oligo-meso,5.70833,0.426829,13.37,1.53846,0.75,1.4,0.025,0.05,16,7,13.96,NA,NA,F3,0
987,Jing61,61,Lake,Taihu Lake,Oligo-meso,4.58333,0.627642,7.3,6.15385,0.75,1.4,0.025,0.05,16,7,21.25,NA,NA,F3,1.386295986
988,Jing61,61,Lake,Taihu Lake,Eutro,4.625,0.687805,6.72,9.23077,0.75,1.4,0.025,0.05,16,7,23.13,NA,NA,F3,1.791760553
989,Jing61,61,Lake,Taihu Lake,Eutro,4.70833,0.764228,6.16,18.4615,0.75,1.4,0.025,0.05,16,7,25.21,NA,NA,F3,2.484905566
990,Jing61,61,Lake,Taihu Lake,Eutro,2.95833,0.568293,5.21,21.5385,0.75,1.4,0.025,0.05,16,7,30.42,NA,NA,F3,2.639060115
991,Jing61,61,Lake,Taihu Lake,Oligo-meso,3.25,0.600813,5.41,6.15385,0.75,1.4,0.025,0.05,16,7,29.38,NA,NA,F3,1.386295986
992,Jing61,61,Lake,Taihu Lake,Eutro,3,0.623577,4.81,29.2308,0.75,1.4,0.025,0.05,16,7,21.04,NA,NA,F3,2.944441032
993,Jing61,61,Lake,Taihu Lake,Eutro,4.25,0.896748,4.74,10.7692,0.75,1.4,0.025,0.05,16,7,14.17,NA,NA,F3,1.945908292
994,Jing61,61,Lake,Taihu Lake,Eutro,5.04167,0.92439,5.45,9.23077,0.75,1.4,0.025,0.05,16,7,10.63,NA,NA,F3,1.791760553
995,Jing61,61,Lake,Taihu Lake,Eutro,5.58333,0.681301,8.2,13.8462,0.75,1.4,0.025,0.05,16,7,3.75,NA,NA,F3,2.197228911
996,Jing61,61,Lake,Taihu Lake,Eutro,5.20833,0.747154,6.97,12.3077,0.75,1.4,0.025,0.05,16,7,7.08,NA,NA,F3,2.079443167
997,Jing61,61,Lake,Taihu Lake,Eutro,4.33333,0.730894,5.93,10.7692,0.75,1.4,0.025,0.05,16,7,9.17,NA,NA,F3,1.945908292
998,Jing61,61,Lake,Taihu Lake,Eutro,6.04167,0.771545,7.83,9.23077,0.75,1.4,0.025,0.05,16,7,19.58,NA,NA,F3,1.791760553
999,Jing61,61,Lake,Taihu Lake,Eutro,5.58333,0.692683,8.06,9.23077,0.75,1.4,0.025,0.05,16,7,19.79,NA,NA,F3,1.791760553
1000,Jing61,61,Lake,Taihu Lake,Eutro,4.58333,0.831707,5.51,20,0.75,1.4,0.025,0.05,16,7,29.79,NA,NA,F3,2.564950357
1001,Jing61,61,Lake,Taihu Lake,Eutro,6.58333,0.32439,20.29,7.69231,0.75,1.4,0.025,0.05,16,7,25.42,NA,NA,F3,1.609439212
1002,Jing61,61,Lake,Taihu Lake,Hyper,1.75,0.426016,4.11,60,0.75,1.4,0.025,0.05,16,7,30.21,NA,NA,F3,3.663562646
1003,Jing61,61,Lake,Taihu Lake,Hyper,2.41667,0.247967,9.75,92.3077,0.75,1.4,0.025,0.05,16,7,23.13,NA,NA,F3,4.094345646
1004,Jing61,61,Lake,Taihu Lake,Eutro,4.125,0.333333,12.38,21.5385,0.75,1.4,0.025,0.05,16,7,21.46,NA,NA,F3,2.639060115
1005,Jing61,61,Lake,Taihu Lake,Oligo-meso,5.125,0.428455,11.96,4.61538,0.75,1.4,0.025,0.05,16,7,10,NA,NA,F3,1.098612289
1006,Jing61,61,Lake,Taihu Lake,Oligo-meso,7.16667,0.373171,19.2,3.07692,0.75,1.4,0.025,0.05,16,7,9.17,NA,NA,F3,0.693147181
1007,Jing61,61,Lake,Taihu Lake,Oligo-meso,5.95833,0.568293,10.48,6.15385,0.75,1.4,0.025,0.05,16,7,4.79,NA,NA,F3,1.386295986
1008,Jing61,61,Lake,Taihu Lake,Oligo-meso,5.625,0.380488,14.78,6.15385,0.75,1.4,0.025,0.05,16,7,8.13,NA,NA,F3,1.386295986
1009,Jing61,61,Lake,Taihu Lake,Eutro,5.20833,0.398374,13.07,12.3077,0.75,1.4,0.025,0.05,16,7,12.08,NA,NA,F3,2.079443167
1010,Jing61,61,Lake,Taihu Lake,Eutro,5.25,0.374797,14.01,24.6154,0.75,1.4,0.025,0.05,16,7,13.96,NA,NA,F3,2.772590347
1011,Jing61,61,Lake,Taihu Lake,Eutro,3.08333,0.426829,7.22,13.8462,0.75,1.4,0.025,0.05,16,7,21.25,NA,NA,F3,2.197228911
1012,Jing61,61,Lake,Taihu Lake,Eutro,4.41667,0.439837,10.04,7.69231,0.75,1.4,0.025,0.05,16,7,23.13,NA,NA,F3,1.609439212
1013,Jing61,61,Lake,Taihu Lake,Eutro,4.5,0.553659,8.13,20,0.75,1.4,0.025,0.05,16,7,25.21,NA,NA,F3,2.564950357
1014,Jing61,61,Lake,Taihu Lake,Hyper,4.58333,0.776423,5.9,169.231,0.75,1.4,0.025,0.05,16,7,30.42,NA,NA,F3,4.700482729
1015,Jing61,61,Lake,Taihu Lake,Hyper,3.08333,0.582927,5.29,67.6923,0.75,1.4,0.025,0.05,16,7,29.38,NA,NA,F3,3.78419052
1016,Jing61,61,Lake,Taihu Lake,Oligo-meso,2.79167,0.417886,6.68,6.15385,0.75,1.4,0.025,0.05,16,7,21.04,NA,NA,F3,1.386295986
1017,Jing61,61,Lake,Taihu Lake,Oligo-meso,4.58333,0.473984,9.67,6.15385,0.75,1.4,0.025,0.05,16,7,14.17,NA,NA,F3,1.386295986
1018,Jing61,61,Lake,Taihu Lake,Eutro,5.58333,0.552033,10.11,9.23077,0.75,1.4,0.025,0.05,16,7,10.63,NA,NA,F3,1.791760553
1019,Jing61,61,Lake,Taihu Lake,Eutro,4.95833,0.595122,8.33,7.69231,0.75,1.4,0.025,0.05,16,7,3.75,NA,NA,F3,1.609439212
1020,Jing61,61,Lake,Taihu Lake,Eutro,4.70833,0.552033,8.53,10.7692,0.75,1.4,0.025,0.05,16,7,7.08,NA,NA,F3,1.945908292
1021,Jing61,61,Lake,Taihu Lake,Eutro,3.375,0.726829,4.64,10.7692,0.75,1.4,0.025,0.05,16,7,9.17,NA,NA,F3,1.945908292
1022,Jing61,61,Lake,Taihu Lake,Eutro,6.125,0.52439,11.68,7.69231,0.75,1.4,0.025,0.05,16,7,19.58,NA,NA,F3,1.609439212
1023,Jing61,61,Lake,Taihu Lake,Eutro,5.5,0.6,9.17,26.1538,0.75,1.4,0.025,0.05,16,7,19.79,NA,NA,F3,2.833212579
1024,Jing61,61,Lake,Taihu Lake,Hyper,6.29167,0.956098,6.58,229.231,0.75,1.4,0.025,0.05,16,7,29.79,NA,NA,F3,5.003948313
